施打站代碼,施打站全稱,是否接受預約,施打站簡稱,施打站縣市,施打站行政區,施打站地址,施打站經度,施打站緯度,是否有預約網站供爬蟲,預約網址,是否接受電話預約,預約電話,爬蟲程式碼位置,資料抓取時間,爬蟲人,資料來源,開放預約時間,NOTE,Last Modified,Last Modified By
2345130012,花蓮縣卓溪鄉衛生所,,,花蓮縣,卓溪鄉,花蓮縣卓溪鄉卓溪村中正路65號,121.3031,23.34780,無，要人工查,,,03-8882592,,,,,,,2021年7月1日 12:23中午,Sean Gau
0146020537,衛生福利部臺東醫院成功分院,,,臺東縣,成功鎮,臺東縣成功鎮中山東路32號,121.3778,23.09930,無，要人工查,,,089-324112,,,,,,,2021年7月1日 12:23中午,Sean Gau
1146030516,佛教慈濟醫療財團法人關山慈濟醫院,,,臺東縣,關山鎮,臺東縣關山鎮和平路125－5號,121.1667,23.05722,,https://app.tzuchi.com.tw/tchw/OpdReg/OpdTimeShow.aspx?depart=%e5%85%a7%e7%a7%91&HospLoc=6,,089-814880,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346020015,臺東縣成功鎮衛生所,,,臺東縣,成功鎮,臺東縣成功鎮忠仁里中山東路64號,121.3795,23.09993,無，要人工查,,,089-851419,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346030011,臺東縣關山鎮衛生所,,,臺東縣,關山鎮,臺東縣關山鎮中福里中華路78號,121.1639,23.04957,無，要人工查,,,089-811042,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346080011,臺東縣長濱鄉衛生所,,,臺東縣,長濱鄉,臺東縣長濱鄉長濱村中興路46號,121.4539,23.31879,無，要人工查,,,089-831022,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346100018,臺東縣池上鄉衛生所,,,臺東縣,池上鄉,臺東縣池上鄉中山路104號,121.2148,23.12169,無，要人工查,,,089-862609,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346130016,臺東縣海端鄉衛生所,,,臺東縣,海端鄉,臺東縣海端鄉海端村3鄰29號,121.1767,23.10094,無，要人工查,,,089-931391,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346060019,臺東縣太麻里鄉衛生所,,,臺東縣,太麻里鄉,臺東縣太麻里鄉泰和村2鄰民權路66號,121.0074,22.61538,,,,089-781220,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346070015,臺東縣東河鄉衛生所,,,臺東縣,東河鄉,臺東縣東河鄉東河村南東河路10鄰300號,121.3031,22.96846,,,,089-896289,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346090017,臺東縣鹿野鄉衛生所,,,臺東縣,鹿野鄉,臺東縣鹿野鄉鹿野村中華路1段418號,121.1364,22.91028,,,,089-551074,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346110014,臺東縣綠島鄉衛生所,,,臺東縣,綠島鄉,臺東縣綠島鄉中寮村1－1號,121.4696,22.67319,,,,089-672511,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346120010,臺東縣延平鄉衛生所,,,臺東縣,延平鄉,臺東縣延平鄉桃源村昇平路11號,121.0857,22.90211,,,,089-561040,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346140012,臺東縣達仁鄉衛生所,,,臺東縣,達仁鄉,臺東縣達仁鄉安朔村復興路122號,120.8849,22.29335,,,,089-702209,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346150018,臺東縣金峰鄉衛生所,,,臺東縣,金峰鄉,臺東縣金峰鄉賓茂村1鄰14號,120.9606,22.53248,,,,089-772201,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346160014,臺東縣蘭嶼鄉衛生所,,,臺東縣,蘭嶼鄉,臺東縣蘭嶼鄉紅頭村36號,121.5546,22.02493,,,,089-732575,,,,,,,2021年7月1日 12:23中午,Sean Gau
2346090017,臺東縣台東市衛生所,,,臺東縣,台東市,台東縣台東市大同路51號,121.1519,22.75045,,,,089-350757,,,,,,,2021年7月1日 12:30下午,Sean Gau
0146010013,衛生福利部臺東醫院,,,臺東縣,台東市,臺東縣臺東市五權街1號,121.1506,22.75703,,https://netreg01.tait.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0519&Date=&Noon=,,089-324112,,,,,,,2021年7月1日 12:30下午,Sean Gau
0646010013,臺北榮民總醫院臺東分院,,,臺東縣,台東市,臺東縣臺東市南榮里更生路1000號,121.1324,22.77235,,https://reurl.cc/DvR156,,089-222995,,,,,,,2021年7月1日 12:30下午,Sean Gau
1146010014,台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,,,臺東縣,台東市,臺東縣臺東市長沙街303巷1號,121.1410,22.75027,,https://ttreg.mmh.org.tw/DrSch.aspx?dept=O26A&dr=O26A&drname=&Lang=C,,089-310150,,,,,,,2021年7月1日 12:30下午,Sean Gau
1146010032,東基醫療財團法人台東基督教醫院,,,臺東縣,台東市,臺東縣臺東市開封街350號,121.1460,22.76382,,https://www.tch.org.tw/TCRG2/opd/service-e.aspx?id=1901&Page=11&#p,,089-960888,,,,,,,2021年7月1日 12:30下午,Sean Gau
2346040017,臺東縣卑南鄉衛生所,,,臺東縣,卑南鄉,臺東縣卑南鄉太平村和平路132號,121.0881,22.78207,,,,089-382042,,,,,,,2021年7月1日 12:30下午,Sean Gau
2346050013,臺東縣大武鄉衛生所,,,臺東縣,大武鄉,臺東縣大武鄉大武村復興路2－2號,120.9078,22.36414,,,,089-791143,,,,,,,2021年7月1日 12:30下午,Sean Gau
0544010031,三軍總醫院澎湖分院附設民眾診療服務處,,,澎湖縣,馬公市,澎湖縣馬公市前寮里90號,119.5837,23.55462,,http://netreg.afph.tsgh.ndmctsgh.edu.tw/webreg/calendar_type/5xn1z9fPG5H4JDJEV98dHQ%3D%3D,,06-9211116,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344010011,澎湖縣馬公市第一衛生所,,,澎湖縣,馬公市,澎湖縣馬公市樹德路36號,119.5671,23.56902,無，要人工查,,,06-9273958,,,,,,,2021年7月1日 12:38下午,Sean Gau
2344011027,澎湖縣馬公市第二衛生所,,,澎湖縣,馬公市,澎湖縣馬公市鎖港里240號,119.6009,23.52936,無，要人工查,,,06-9951354,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344011036,澎湖縣馬公市第三衛生所,,,澎湖縣,馬公市,澎湖縣馬公市西文里118之2號,119.5836,23.56813,無，要人工查,,,06-9211723,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344020017,澎湖縣湖西鄉衛生所,,,澎湖縣,湖西鄉,澎湖縣湖西鄉湖西村151－1號,119.6614,23.58393,無，要人工查,,,06-9921271,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344030013,澎湖縣白沙鄉衛生所,,,澎湖縣,白沙鄉,澎湖縣白沙鄉赤崁村359號,119.5982,23.66669,無，要人工查,,,06-9931044,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344030022,澎湖縣白沙鄉鳥嶼衛生所,,,澎湖縣,白沙鄉,澎湖縣白沙鄉鳥嶼村漁港新村3號,119.6599,23.66008,無，要人工查,,,06-9916092,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344030031,澎湖縣白沙鄉吉貝衛生所,,,澎湖縣,白沙鄉,澎湖縣白沙鄉吉貝村8－13號,119.6138,23.74057,無，要人工查,,,06-9911430,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344040019,澎湖縣西嶼鄉衛生所,,,澎湖縣,西嶼鄉,澎湖縣西嶼鄉池東村222號,119.5102,23.59925,無，要人工查,,,06-9981115,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344050015,澎湖縣望安鄉衛生所,,,澎湖縣,望安鄉,澎湖縣望安鄉西安村36－7號,119.4972,23.36161,無，要人工查,,,06-9991036,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344050024,澎湖縣望安鄉將軍衛生所,,,澎湖縣,望安鄉,澎湖縣望安鄉將軍村12鄰將軍澳1之3號,119.5216,23.36150,無，要人工查,,,06-9902066,,,,,,,2021年7月1日 12:23中午,Sean Gau
2344060011,澎湖縣七美鄉衛生所,,,澎湖縣,七美鄉,澎湖縣七美鄉中和村埔內54號,119.4310,23.20410,無，要人工查,,,06-9971005,,,,,,,2021年7月1日 12:23中午,Sean Gau
0190030516,衛生福利部金門醫院,,,金門縣,金湖鎮,金門縣金湖鎮復興路2號、烈嶼鄉上林村后井37號（烈嶼院區）,118.4180,24.44059,,https://www.kmhp.mohw.gov.tw/,,082-332546,,,,,,,2021年7月1日 12:23中午,Sean Gau
0291010010,連江縣立醫院,,,連江縣,南竿鄉,連江縣南竿鄉復興村217號,119.9492,26.16084,無，要人工查,,,083-623995,,,,,,,2021年7月1日 12:23中午,Sean Gau
1102110011,高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),,,高雄市,小港區,高雄市小港區山明里山明路482號Ｂ1－10樓,120.3634,22.56747,,https://www.kmsh.org.tw/web/BookVaccineSysInter,,07-8036783,,,,,,,2021年7月1日 12:30下午,Sean Gau
1107320017,義大醫療財團法人義大大昌醫院,,,高雄市,三民區,高雄市三民區大昌一路305號地下3樓至7樓,120.3199,22.65758,,https://reurl.cc/Xebmxg,,07-5599123,,,,,,,2021年7月1日 12:30下午,Sean Gau
1107350015,天主教聖功醫療財團法人聖功醫院,,,高雄市,苓雅區,高雄市苓雅區建國一路352號,120.3239,22.63312,,http://newweb.joseph.org.tw/,,07-2238153,,,,,,,2021年7月1日 12:30下午,Sean Gau
1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,,,高雄市,鳳山區,高雄市鳳山區經武路42號,120.3631,22.62856,,https://register.cgmh.org.tw/Department/T/T0990C,,07-7418151,,,,,,,2021年7月1日 12:30下午,Sean Gau
1142100017,長庚醫療財團法人高雄長庚紀念醫院,,,高雄市,鳥松區,高雄市鳥松區大埤路123號,120.3560,22.64985,,https://register.cgmh.org.tw/Department/8/80990D,,07-7317123,,,,,,,2021年7月1日 12:30下午,Sean Gau
0102020011,高雄市立聯合醫院,,,高雄市,鼓山區,高雄市鼓山區中華一路976號,120.2917,22.65492,,https://reg.kmuh.gov.tw/netReg/DeptUI.aspx,,07-5552565,,,,,,,2021年7月1日 12:30下午,Sean Gau
0102070020,高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營) ,,,高雄市,前金區,高雄市前金區中華三路68號,120.2972,22.62699,,https://www.kmtth.org.tw/web/BookVaccineSysInter,,07-2911101,,,,,,,2021年7月1日 12:30下午,Sean Gau
0102080017,高雄市立民生醫院,,,高雄市,苓雅區,高雄市苓雅區凱旋二路134號,120.3207,22.62835,,https://www.kmsh.gov.tw/vaccine_reg/,,07-7511131,,,,,,,2021年7月1日 12:30下午,Sean Gau
0142030019,衛生福利部旗山醫院,,,高雄市,旗山區,高雄市旗山區大德里中學路60號,120.4833,22.88069,,https://reurl.cc/kV2WAG,,07-6613811,,,,,,,2021年7月1日 12:30下午,Sean Gau
0502030015,國軍高雄總醫院左營分院附設民眾診療服務處,,,高雄市,左營區,高雄市左營區合群里軍校路553號,120.2922,22.70035,,https://reg.ngh.com.tw/,,07-5817121,,,,,,,2021年7月1日 12:30下午,Sean Gau
0502080015,國軍高雄總醫院附設民眾診療服務處,,,高雄市,苓雅區,高雄市苓雅區建軍路5號,120.3420,22.62705,,http://webreg.802.org.tw/tre/start.asp,,07-7496751,,,,,,,2021年7月1日 12:30下午,Sean Gau
0542020011,國軍高雄總醫院岡山分院,,,高雄市,岡山區,高雄市岡山區大義二路1號,120.2859,22.78946,,https://reg.814.mnd.gov.tw/,,07-6250919,,,,,,,2021年7月1日 12:30下午,Sean Gau
0602030026,高雄榮民總醫院,,,高雄市,左營區,高雄市左營區大中一路386號,120.3223,22.67770,,https://reurl.cc/nnAk4e,,07-3422121,,,,,,,2021年7月1日 12:30下午,Sean Gau
0902080013,阮綜合醫療社團法人阮綜合醫院,,,高雄市,苓雅區,高雄市苓雅區成功一路162號.四維四路136號.166號.永昌街49號,120.2974,22.61558,,http://teaching.yuanhosp.com.tw/Covid19Vacc/view/vmainHome.aspx,,07-3351121,,,,,,,2021年7月1日 12:30下午,Sean Gau
0942020019,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,,,高雄市,岡山區,高雄市岡山區壽天路12號,120.2944,22.79661,,https://reurl.cc/e9goZW,,07-6222131,,,,,,,2021年7月1日 12:30下午,Sean Gau
1542011282,杏和醫院,,,高雄市,鳳山區,高雄市鳳山區五甲二路385號、387號、389號、391號,120.3357,22.59768,,http://shinghou.com.tw/news_detail.php?id=34,,07-7613111,,,,,,,2021年7月1日 12:30下午,Sean Gau
1542050056,建佑醫院,,,高雄市,林園區,高雄市林園區東林西路360，362號，399號，407巷7號,120.3921,22.50385,,http://www.chien-yu.com.tw/news_detail.php?id=3675,,07-6437901,,,,,,,2021年7月1日 12:30下午,Sean Gau
1142120001,義大醫療財團法人義大醫院,,,高雄市,燕巢區,高雄市燕巢區角宿里義大路1號,120.3645,22.76552,,https://reurl.cc/V3goeY,,07-6150011,,,,,,,2021年7月1日 12:30下午,Sean Gau
1302050014,財團法人私立高雄醫學大學附設中和紀念醫院,,,高雄市,三民區,高雄市三民區十全一路100號,120.3100,22.64518,,https://www.kmuh.org.tw/web/BookVaccineSysInter,,07-3121101,,,,,,,2021年7月1日 12:30下午,Sean Gau
1307370011,高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營),,,高雄市,旗津區,高雄市旗津區旗港路33號,120.2851,22.59021,,https://www.kmch.org.tw/web/BookVaccineSysInter,,07-5711188,,,,,,,2021年7月1日 12:30下午,Sean Gau
1502040021,健仁醫院,,,高雄市,楠梓區,高雄市楠梓區中陽里楠陽路136號,120.3290,22.72362,,http://reg.jiannren.org.tw/JRNetReg/KReg/ScheduleListCovid19.aspx,,07-3517166,,,,,,,2021年7月1日 12:30下午,Sean Gau
1542010052,大東醫院,,,高雄市,鳳山區,高雄市鳳山區三民里光遠路171－2號,120.3620,22.62536,,http://www.da-dong.com.tw/content-62.html,,07-7463762,,,,,,,2021年7月1日 12:30下午,Sean Gau
0943030019,安泰醫療社團法人安泰醫院,,,屏東縣,東港鎮,屏東縣東港鎮興東里中正路一段210號,120.4591,22.47433,,https://reurl.cc/3N9gnX,,08-8329966,,,,,,,2021年7月1日 12:30下午,Sean Gau
0943040015,南門醫療社團法人南門醫院,,,屏東縣,恆春鎮,屏東縣恆春鎮南門路10號,120.7454,22.00086,,https://thcloudsrv.these.com.tw:2096/Opdregweb/Menu.aspx,,08-8894568,,,,,,,2021年7月1日 12:30下午,Sean Gau
0943160012,枋寮醫療社團法人枋寮醫院,,,屏東縣,枋寮鄉,屏東縣枋寮鄉安樂村中山路139號,120.5968,22.36414,,https://mobile.flgh.org.tw/Covid19Reg/Covid19Reg.aspx,,08-8789991,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343060017,屏東縣長治鄉衛生所,,,屏東縣,長治鄉,屏東縣長治鄉進興村潭頭路3號,120.5268,22.67660,,,,08-7368734,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343070013,屏東縣麟洛鄉衛生所,,,屏東縣,麟洛鄉,屏東縣麟洛鄉麟蹄村中山路156－1號,120.5275,22.65106,,,,08-7221152,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343080019,屏東縣九如鄉衛生所,,,屏東縣,九如鄉,屏東縣九如鄉九如路二段247號,120.4892,22.73614,,,,08-7392006,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343090015,屏東縣里港鄉衛生所,,,屏東縣,里港鄉,屏東縣里港鄉大平村中山路103–1號,120.4937,22.77360,,,,08-7751711,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343100016,屏東縣鹽埔鄉衛生所,,,屏東縣,鹽埔鄉,屏東縣鹽埔鄉鹽北村勝利路187號,120.5786,22.76031,,,,08-7932474,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343110012,屏東縣高樹鄉衛生所,,,屏東縣,高樹鄉,屏東縣高樹鄉長榮村南昌路12–2號,120.5963,22.81943,,,,08-7962026,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343120018,屏東縣萬巒鄉衛生所,,,屏東縣,萬巒鄉,屏東縣萬巒鄉萬全村褒忠路16號,120.5745,22.57175,,,,08-7811794,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343130014,屏東縣內埔鄉衛生所,,,屏東縣,內埔鄉,屏東縣內埔鄉內埔村中興路191號,120.5690,22.61240,,,,08-7792414,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343140010,屏東縣竹田鄉衛生所,,,屏東縣,竹田鄉,屏東縣竹田鄉竹田村中山路25號,120.5431,22.58637,,,,08-7710445,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343150016,屏東縣新埤鄉衛生所,,,屏東縣,新埤鄉,屏東縣新埤鄉新埤村中正路38號,120.5501,22.47045,,,,08-7971090,,,,,,,2021年7月1日 12:30下午,Sean Gau
0143010011,衛生福利部屏東醫院,,,屏東縣,屏東市,屏東縣屏東市自由路270號,120.4955,22.67326,,http://netreg.pntn.mohw.gov.tw/OInetreg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0219&Date=&Noon=,,08-7363011,,,,,,,2021年7月1日 12:30下午,Sean Gau
0543010019,國軍高雄總醫院附設屏東民眾診療服務處,,,屏東縣,屏東市,屏東縣屏東市大湖路58巷22號,120.4876,22.63350,,https://802.mnd.gov.tw/,,08-7560756,,,,,,,2021年7月1日 12:30下午,Sean Gau
0643130018,高雄榮民總醫院屏東分院,,,屏東縣,內埔鄉,屏東縣內埔鄉龍潭村昭勝路安平一巷1號,120.5990,22.67442,,https://www.vhlc.gov.tw/Default.aspx,,08-7704115,,,,,,,2021年7月1日 12:30下午,Sean Gau
0943010017,寶建醫療社團法人寶建醫院,,,屏東縣,屏東市,屏東市中山路119.123號.屏東市自由路650－1號Ｂ1,120.4844,22.68266,,http://www.paochien.com.tw/twuse/covidNet,,08-7665995,,,,,,,2021年7月1日 12:30下午,Sean Gau
0943020013,安泰醫療社團法人潮州安泰醫院,,,屏東縣,潮州鎮,屏東縣潮州鎮三星里四維路162及193號,120.5470,22.55403,,http://ppt.cc/fQrwMx,,08-7800888,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343160012,屏東縣枋寮鄉衛生所,,,屏東縣,枋寮鄉,屏東縣枋寮鄉枋寮村德興路77號,120.5930,22.36564,,,,08-8782940,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343170018,屏東縣新園鄉衛生所,,,屏東縣,新園鄉,屏東縣新園鄉仙吉村仙吉路89－2號,120.4609,22.54360,,,,08-8681293,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343180014,屏東縣崁頂鄉衛生所,,,屏東縣,崁頂鄉,屏東縣崁頂鄉崁頂村興農路29–9號,120.5065,22.51190,,,,08-8631454,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343190010,屏東縣林邊鄉衛生所,,,屏東縣,林邊鄉,屏東縣林邊鄉光林村和平路45號,120.5097,22.43109,,,,08-8752076,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343200011,屏東縣南州鄉衛生所,,,屏東縣,南州鄉,屏東縣南州鄉溪南村人和路239號,120.5030,22.48607,,,,08-8642224,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343210017,屏東縣佳冬鄉衛生所,,,屏東縣,佳冬鄉,屏東縣佳冬鄉六根村佳和路87－1號,120.5496,22.41426,,,,08-8662018,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343220013,屏東縣琉球鄉衛生所,,,屏東縣,琉球鄉,屏東縣琉球鄉本福村中山路51號,120.3785,22.34853,,,,08-8612513,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343230019,屏東縣車城鄉衛生所,,,屏東縣,車城鄉,屏東縣車城鄉福安村福安路2之30號,120.7125,22.06987,,,,08-8821300,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343240015,屏東縣滿州鄉衛生所,,,屏東縣,滿州鄉,屏東縣滿州鄉滿州村中山路31號,120.8381,22.01898,,,,08-8801279,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343250011,屏東縣枋山鄉衛生所,,,屏東縣,枋山鄉,屏東縣枋山鄉枋山村枋山路98號,120.6527,22.26464,,,,08-8761150,,,,,,,2021年7月1日 12:30下午,Sean Gau
1543010109,國仁醫院,,,屏東縣,屏東市,屏東縣屏東市民生東路12－2號,120.5146,22.65830,,https://forms.gle/S2d5y7J3N1t9zTT97,,08-7223000,,,,,,,2021年7月1日 12:30下午,Sean Gau
1543110033,大新醫院,,,屏東縣,高樹鄉,屏東縣高樹鄉長榮村興中路208號,120.5996,22.82379,,http://www.mashup.com.tw/dasin/?page=about,,08-7962033,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343010017,屏東縣屏東市衛生所,,,屏東縣,屏東市,屏東縣屏東市北興里中正路419號,120.4824,22.66506,,,,08-7538701,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343020013,屏東縣潮州鎮衛生所,,,屏東縣,潮州鎮,屏東縣潮州鎮三共里永坤路107號,120.5422,22.55302,,,,08-7882131,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343030019,屏東縣東港鎮衛生所,,,屏東縣,東港鎮,屏東縣東港鎮朝安里新生三路23號,120.4459,22.46731,,,,08-8325310,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343040015,屏東縣恆春鎮衛生所,,,屏東縣,恆春鎮,屏東縣恆春鎮城南里文化路78號,120.7469,22.00323,,,,08-8892140,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343050011,屏東縣萬丹鄉衛生所,,,屏東縣,萬丹鄉,屏東縣萬丹鄉四維村萬丹路一段501號,120.4886,22.59495,,,,08-7772049,,,,,,,2021年7月1日 12:30下午,Sean Gau
1143010012,屏基醫療財團法人屏東基督教醫院,,,屏東縣,屏東市,屏東縣屏東市華山里大連路60號,120.5026,22.68204,,https://docs.google.com/forms/d/e/1FAIpQLSd2bJ3agzjU-NTDCJz1uU94VYBdRhMsAKa7tXlj9L7FLutIIA/viewform,,08-7368686,,,,,,,2021年7月1日 12:30下午,Sean Gau
1343030018,輔英科技大學附設醫院,,,屏東縣,東港鎮,屏東縣東港鎮興台里中山路5號,120.4527,22.46520,,https://reg.fy.org.tw/fyrg/opd/service-e.aspx?id=1900&Page=11&#p,,08-8323146,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343260017,屏東縣三地門鄉務生所,,,屏東縣,三地門鄉,屏東縣三地門鄉三地村行政街4號,120.6535,22.71438,,,,08-7991284,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343270013,屏東縣霧臺鄉衛生所,,,屏東縣,霧臺鄉,屏東縣霧台鄉霧台村神山巷68號,120.7261,22.74989,,,,08-7902232,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343280019,屏東縣瑪家鄉衛生所,,,屏東縣,瑪家鄉,屏東縣瑪家鄉北葉村風景巷86號,120.6498,22.70880,,,,08-7991164,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343290015,屏東縣泰武鄉衛生所,,,屏東縣,泰武鄉,屏東縣泰武鄉佳平村179號,120.6327,22.59212,,,,08-7832059,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343300016,屏東縣來義鄉衛生所,,,屏東縣,來義鄉,屏東縣來義鄉古樓村中正路90號,120.6320,22.52584,,,,08-7850103,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343310012,屏東縣春日鄉衛生所,,,屏東縣,春日鄉,屏東縣春日鄉春日村春日路176號,120.6255,22.37029,,,,08-8780358,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343320018,屏東縣獅子鄉衛生所,,,屏東縣,獅子鄉,屏東縣獅子鄉楓林村楓林二巷31號,120.7048,22.20204,,,,08-8771324,,,,,,,2021年7月1日 12:30下午,Sean Gau
2343330014,屏東縣牡丹鄉衛生所,,,屏東縣,牡丹鄉,屏東縣牡丹鄉石門村19號,120.7469,22.10105,,,,08-8831013,,,,,,,2021年7月1日 12:30下午,Sean Gau