施打站代碼,施打站簡稱,施打站全稱,施打站縣市,施打站行政區,施打站地址,施打站經度,施打站緯度,時段,剩餘名額,預約網址,預約電話,爬蟲程式碼位置,資料抓取時間,疫苗代碼
1137010024,,彰化基督教醫療財團法人彰化基督教醫院,彰化縣,彰化市,彰化縣彰化市南校街135號、中華路176號、旭光路235、320號,120.544461,24.07149,,,https://www.cch.org.tw/news_page.aspx?Id=144#,04-7238595,,,
1137010051,,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.535784,24.061299,,,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,04-7113456,,,
1137020511,,秀傳醫療財團法人彰濱秀傳紀念醫院,彰化縣,鹿港鎮,彰化縣鹿港鎮鹿工路6號、6－2號,120.41112,24.078274,,,https://www.cbshow.org.tw/changbin/RegCal.aspx?Dept=MM&Kind=2,04-7813888,,,
1137020520,,彰化基督教醫療財團法人鹿港基督教醫院,彰化縣,鹿港鎮,彰化縣鹿港鎮中正路480號、永安二路37號、安福街45號,120.438211,24.060379,,,http://www.rc.cch.org.tw/news_detial.aspx?cID=1&Key=2432,04-7779595,,,
1137050019,,彰化基督教醫療財團法人員林基督教醫院,彰化縣,員林市,彰化縣員林市莒光路456號,120.566953,23.96275,,,https://bc.cch.org.tw/news_detial.aspx?cID=1&Key=426,04-8381456,,,
1137080017,,彰化基督教醫療財團法人二林基督教醫院,彰化縣,二林鎮,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓,120.37111,23.898484,,,https://erhlin.cch.org.tw/news_detial.aspx?cID=1&Key=128,04-8952031,,,
1138010019,,彰化基督教醫療財團法人南投基督教醫院,南投縣,南投市,南投縣南投市中興路870號,120.683868,23.898831,,,https://ny.cch.org.tw/nyrg/opd/service-e.aspx?id=7700&Page=11&#p,049-2225595,,,
1138020015,,埔基醫療財團法人埔里基督教醫院,南投縣,埔里鎮,南投縣埔里鎮愛蘭里鐵山路1號,120.946799,23.970928,,,http://web2.pch.org.tw/Booking/Covid19Reg/Covid19Reg.aspx,049-2912151,,,
1139030015,,天主教若瑟醫療財團法人若瑟醫院,雲林縣,虎尾鎮,雲林縣虎尾鎮新生路74號,120.437886,23.708214,,,http://www.stjoho.org.tw/www2012/news.aspx?newsno=20067,05-6337333,,,
1139040011,,彰化基督教醫療財團法人雲林基督教醫院,雲林縣,西螺鎮,雲林縣西螺鎮新豐里市場南路371、375號,120.441292,23.780235,,,https://web2yl.cch.org.tw/TIrg/opd/service-e.aspx?id=7800&Page=11&#p,05-5871111,,,
1139130010,,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村工業路1500號,120.218341,23.795183,,,https://register.cgmh.org.tw/Department/M/M0990D,05-6915151,,,
1140010510,,長庚醫療財團法人嘉義長庚紀念醫院,嘉義縣,朴子市,嘉義縣朴子市仁和里長庚一路6號及嘉朴路西段8號,120.284043,23.464805,,,https://register.cgmh.org.tw/Department/6/60990D,05-3621000,,,
1140030012,,佛教慈濟醫療財團法人大林慈濟醫院,嘉義縣,大林鎮,嘉義縣大林鎮平林里民生路2號,120.457449,23.596312,,,http://dl99.tzuchi-healthcare.org.tw/tchw/covidvac/,05-2648000,,,
1141090512,,奇美醫療財團法人柳營奇美醫院,臺南市,柳營區,臺南市柳營區太康里201號,120.324704,23.289269,,,http://www.chimei.org.tw/opdschedule/index.aspx?ihosp=13&lang=CH,06-6226999,,,
1145010010,,佛教慈濟醫療財團法人花蓮慈濟醫院,花蓮縣,花蓮市,花蓮縣花蓮市中央路3段707號,121.592282,23.995729,,,https://hlm.tzuchi.com.tw/index.php/guide/covid19,03-8561825,,,
1145010038,,臺灣基督教門諾會醫療財團法人門諾醫院,花蓮縣,花蓮市,花蓮縣花蓮市民權路44號,121.626626,23.988257,,,https://reg.mch.org.tw/Register/ShowPhySchedule?Area=M&SubjectClassId=&SubjectId=9007&phyId=,03-8241234,,,
1145030012,,佛教慈濟醫療財團法人玉里慈濟醫院,花蓮縣,玉里鎮,花蓮縣玉里鎮民權街1－1號,121.318526,23.334662,,,https://app.tzuchi.com.tw/tchw/opdreg/OpdTimeShow.aspx?depart=COVID19%e7%96%ab%e8%8b%97%e9%a0%90%e7%b4%84&HospLoc=5,03-8882718,,,
1145060029,,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院,花蓮縣,壽豐鄉,花蓮縣壽豐鄉共和村魚池52號,121.524929,23.870004,,,https://reg.mch.org.tw/Register/ShowPhySchedule?Area=S&SubjectClassId=&SubjectId=9007&phyId=,03-8664600,,,
1146030516,,佛教慈濟醫療財團法人關山慈濟醫院,臺東縣,關山鎮,臺東縣關山鎮和平路125－5號,121.166679,23.05722,,,https://app.tzuchi.com.tw/tchw/OpdReg/OpdTimeShow.aspx?depart=%e5%85%a7%e7%a7%91&HospLoc=6,089-814880,,,
1231030015,,天主教耕莘醫療財團法人永和耕莘醫院,新北市,永和區,新北市永和區中興街80號Ｂ1-7樓、國光路123號Ｂ3-11樓,121.51787,25.011873,,,,02-29286060,,,
1231050017,,天主教耕莘醫療財團法人耕莘醫院,新北市,新店區,新北市新店區中正路362號、車子路15號,121.535619,24.976084,,,,02-22193391,,,
1301170017,,臺北醫學大學附設醫院,臺北市,信義區,臺北市信義區吳興街252號、250號,121.563638,25.026637,,,https://www.tmuh.org.tw/special/covid19#,02-27372181,,,
1301200010,,臺北市立萬芳醫院-委託財團法人台北醫學大學辦理,臺北市,文山區,臺北市文山區興隆路3段111號,121.55833,25.000305,,,https://www.wanfang.gov.tw/p3_register_e3.aspx?deptcode=B054&depttype=A&deptdesc=%E5%85%AC%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E9%96%80%E8%A8%BA&depttype2=A,02-29307930,,,
1303180011,,亞洲大學附屬醫院,臺中市,霧峰區,臺中市霧峰區福新路222號,120.68617,24.053561,,,https://www.auh.org.tw/NewsInfo/NewsArticle?no=1298,04-37061668,,,
1305370013,,臺南市立安南醫院-委託中國醫藥大學興建經營,臺南市,安南區,臺南市安南區長和路二段66號,120.223192,23.064232,,,http://www.tmanh.org.tw/Service/OnlineAppointment,06-3553111,,,
1317040011,,中山醫學大學附設醫院,臺中市,南區,臺中市南區建國北路一段110號,120.6499,24.121753,,,http://sysint.csh.org.tw/CSHVaccine/CSHEmployeeVaccine.aspx,04-24739595,,,
1317050017,,中國醫藥大學附設醫院,臺中市,北區,臺中市北區育德路2號,120.680532,24.15773,,,https://www.cmuh.cmu.edu.tw/NewsInfo/NewsArticle?no=7216,04-22062121,,,
1331040513,,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,,,https://reurl.cc/V3qGpn,02-22490088,,,
1331160010,,輔仁大學學校財團法人輔仁大學附設醫院,新北市,泰山區,新北市泰山區貴子路69號（地下4層、地上1至9層及13層）,121.430798,25.039676,,,,02-85128888,,,
1333050017,,中國醫藥大學新竹附設醫院,新竹縣,竹北市,新竹縣竹北市興隆路一段199號,121.001988,24.824037,,,https://bit.ly/3dh16Et,03-5580558,,,
1339060017,,中國醫藥大學北港附設醫院,雲林縣,北港鎮,雲林縣北港鎮新街里新德路123號,120.30782,23.591763,,,http://www.bh.cmu.edu.tw/cgi-bin/bh/reg51.cgi?DocNo=D9999&sstus=3,05-7837901,,,
1435010013,,財團法人台灣省私立桃園仁愛之家附設苗栗新生醫院,苗栗縣,苗栗市,苗栗縣苗栗市維新里新東街117號,120.82067,24.551561,,,,037-320988,,,
1512011185,,南門綜合醫院,新竹市,東區,新竹市東區林森路20號,120.969682,24.802219,,,http://reg.nanmen.com.tw:8080/NanWeb/index.html,03-5261122,,,
1517011112,,澄清綜合醫院,臺中市,中區,臺中市中區平等街139號,120.68161,24.142603,,,http://www.ccgh.com.tw/PT2/html/webdetail.aspx?pagetype=2&otherkind=1&pageno=1&page=1,04-24632000,,,
1517061032,,澄清綜合醫院中港分院,臺中市,西屯區,臺中市西屯區臺灣大道4段966號,120.617033,24.182853,,,http://www.ccgh.com.tw/html/webdetail.aspx?pagetype=2&otherkind=1&pageno=1&page=2,04-24632000,,,
1531060180,,新泰綜合醫院,新北市,新莊區,新北市新莊區新樹路176號,121.434313,25.021564,,,,02-29962121,,,
1531071030,,仁愛醫院,新北市,樹林區,新北市樹林區文化街9號,121.420039,24.987188,,,https://reurl.cc/Q7orD9,02-26834567,,,
1531120038,,瑞芳礦工醫院,新北市,瑞芳區,新北市瑞芳區一坑路71之2號,121.80217,25.108602,,,,02-24974101,,,
1532011154,,敏盛綜合醫院,桃園市,桃園區,桃園市桃園區經國路168號、三民路三段106號,121.306837,25.014855,,,https://reurl.cc/L0ob07,03-3179599,,,
1532040039,,天成醫院,桃園市,楊梅區,桃園市楊梅區新成路196號、中山北路一段356號,121.147287,24.907634,,,https://bit.ly/2RwTIMQ,03-4782350,,,
1532040066,,怡仁綜合醫院,桃園市,楊梅區,桃園市楊梅區楊新北路321巷30號,121.155427,24.916951,,,http://www.yeezen.com.tw/default.aspx#,03-4855566,,,
1532100049,,聯新國際醫院,桃園市,平鎮區,桃園市平鎮區廣泰路77號、延平路二段430巷115號,121.205369,24.942015,,,https://ssl.landseed.com.tw/lishin/reg/reg.php,03-4941234,,,
1535010024,,協和醫院,苗栗縣,苗栗市,苗栗縣苗栗市中正路1367號,120.817299,24.541274,,,,037-352631,,,
1535010051,,大千綜合醫院,苗栗縣,苗栗市,苗栗市大同路133號、信義路23號、恭敬路36號、信義街36號,120.815489,24.551742,,,http://60.249.72.244//reg/WebRegISAPI.dll/$/start,037-357125,,,
1535031041,,通霄光田醫院,苗栗縣,通霄鎮,苗栗縣通霄鎮中山路88號,120.678377,24.489,,,http://www.ts.ktgh.com.tw/,037-759999,,,
1535051178,,重光醫院,苗栗縣,頭份市,苗栗縣頭份市中華路1037、1039、1041、1043號,120.908106,24.686478,,,,037-663030,,,
1535081078,,大順醫院,苗栗縣,大湖鄉,苗栗縣大湖鄉中正路48之5號,120.867564,24.422401,,,https://reurl.cc/V3rvzY,037-997666,,,
1537040066,,卓醫院,彰化縣,北斗鎮,彰化縣北斗鎮西安里中山路一段311號,120.51554,23.872278,,,https://docs.google.com/forms/d/e/1FAIpQLSdpYfIuWqdcQ295WbggrKmRa9fZUlBUNQmZEvt6pwV9yqYmXg/viewform,04-8882995,,,
1537051292,,員生醫院,彰化縣,員林市,彰化縣員林市莒光路359號,120.566404,23.95925,,,https://www.ysh.org.tw/,04-8383995,,,
1538041101,,竹山秀傳醫院,南投縣,竹山鎮,南投縣竹山鎮山崇里集山路2段75號,120.714117,23.800149,,,http://www.csshow.org.tw/covid19res/,049-2624266,,,
2101010013,,臺北市立聯合醫院松山門診部,臺北市,松山區,臺北市松山區八德路4段694號1、2樓,121.577305,25.049669,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=A&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-27653147,,,
2101020019,,臺北市立聯合醫院大安門診部,臺北市,大安區,臺北市大安區辛亥路3段15號,121.544299,25.021574,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=4&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-27390997,,,
2101090011,,臺北市立聯合醫院大同門診部,臺北市,大同區,臺北市大同區昌吉街52號1至2樓,121.516341,25.065815,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=V&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-25948971,,,
2101100227,,臺北市立聯合醫院中山門診部,臺北市,中山區,臺北市中山區松江路367號1樓,121.533501,25.064395,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=P&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-25013363,,,
2101110027,,臺北市立聯合醫院內湖門診部,臺北市,內湖區,臺北市內湖區民權東路6段99號,121.588922,25.069226,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=N&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-27908387,,,
2101120014,,臺北市立聯合醫院南港門診部,臺北市,南港區,臺北市南港區南港路1段360號1樓,121.606758,25.054528,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=R&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-27868756,,,
2101150012,,臺北市立聯合醫院士林門診部,臺北市,士林區,臺北市士林區中正路439號1樓,121.519698,25.092845,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=L&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-28836268,,,
2101161033,,臺北市立聯合醫院北投門診部,臺北市,北投區,臺北市北投區新市街30號5樓,121.502735,25.132673,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=T&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-28912670,,,
2101170050,,臺北市立聯合醫院信義門診部,臺北市,信義區,臺北市信義區信義路5段15號,121.566897,25.033147,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=E&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-87804152,,,
2101180038,,臺北市立聯合醫院中正門診部,臺北市,中正區,臺北市中正區牯嶺街24號,121.515952,25.030494,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=5&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-23210168,,,
2101191068,,臺北市立聯合醫院萬華門診部,臺北市,萬華區,臺北市萬華區東園街152號,121.497613,25.023175,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=U&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-23395384,,,
2101200017,,臺北市立聯合醫院政大門診部,臺北市,文山區,臺北市文山區指南路2段117號,121.576522,24.98762,,,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=D&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-82377441,,,
2312010014,,新竹市東區衛生所,新竹市,東區,新竹市東區民族路40之2號,120.973654,24.80544,,,https://e-health.hcchb.gov.tw/ch/index.jsp,03-5236158,,,
2312041028,,新竹市北區衛生所,新竹市,北區,新竹市北區國華街六十九號一樓,120.970299,24.816368,,,https://dep-n-health.hccg.gov.tw/ch/index.jsp,03-5353969,,,
2312050018,,新竹市香山衛生所,新竹市,香山區,新竹市香山區牛埔里育德街188號2樓,120.942578,24.794419,,,https://s-health.hcchb.gov.tw/ch/index.jsp,03-5388109,,,
2317050018,,臺中市北區衛生所,臺中市,北區,臺中市北區永興街301號4樓,120.682233,24.166042,,,https://www.health.taichung.gov.tw/1781358/post,04-22359182,,,
2322010017,,嘉義市東區衛生所,嘉義市,東區,嘉義市東區大雅路二段625號,120.46629,23.476849,,,,05-2750423,,,
2322020013,,嘉義市西區衛生所,嘉義市,西區,嘉義市西區德明路1號,120.43119,23.479949,,,,05-2337355,,,
2331010016,,新北市板橋區衛生所,新北市,板橋區,新北市板橋區英士路192號,121.458327,25.023316,,,,02-22586606,,,
2331020012,,新北市三重區衛生所,新北市,三重區,新北市三重區新北大道1段1號,121.491392,25.061191,,,,02-29848320,,,
2331030018,,新北市永和區衛生所,新北市,永和區,新北市永和區秀朗路1段137號1、2、3樓,121.516232,25.004971,,,,02-32332780,,,
2331040014,,新北市中和區衛生所,新北市,中和區,新北市中和區南山路4巷3號,121.501638,24.998691,,,,02-22491936,,,
2331050010,,新北市新店區衛生所,新北市,新店區,新北市新店區北新路1段88巷11號,121.543015,24.967275,,,,02-29113984,,,
2331060016,,新北市新莊區衛生所,新北市,新莊區,新北市新莊區中華路1段2號1至4樓,121.452248,25.036408,,,,02-29967123,,,
2331070012,,新北市樹林區衛生所,新北市,樹林區,新北市樹林區樹新路40－7號1、2樓,121.428524,24.99614,,,,02-26812134,,,
2331080018,,新北市鶯歌區衛生所,新北市,鶯歌區,新北市鶯歌區文化路389號,121.352461,24.950565,,,,02-26702304,,,
2331090014,,新北市三峽區衛生所,新北市,三峽區,新北市三峽區光明路71號3樓,121.376129,24.928297,,,,02-26711592,,,
2331100015,,新北市淡水區衛生所,新北市,淡水區,新北市淡水區中山路158號,121.440844,25.172778,,,,02-26215620,,,
2331110011,,新北市汐止區衛生所,新北市,汐止區,新北市汐止區新台五路1段266號地下1樓．地上1至4樓,121.658534,25.063513,,,,02-26412030,,,
2331120017,,新北市瑞芳區衛生所,新北市,瑞芳區,新北市瑞芳區明燈路3段1號,121.809044,25.107371,,,,02-24972132,,,
2331130013,,新北市土城區衛生所,新北市,土城區,新北市土城區和平路26號1、2樓,121.443189,24.972857,,,,02-22603181,,,
2331140019,,新北市蘆洲區衛生所,新北市,蘆洲區,新北市蘆洲區中央路58號,121.473284,25.083963,,,,02-22812011,,,
2331150015,,新北市五股區衛生所,新北市,五股區,新北市五股區新城三路11號1樓、2樓及3樓,121.447639,25.094237,,,,02-22917717,,,
2331160011,,新北市泰山區衛生所,新北市,泰山區,新北市泰山區全興路212號3樓,121.433653,25.056131,,,,02-22962858,,,
2331170017,,新北市林口區衛生所,新北市,林口區,新北市林口區忠孝二路55號,121.364058,25.069842,,,,02-26068760,,,
2331180013,,新北市深坑區衛生所,新北市,深坑區,新北市深坑區深坑街165號1－3樓,121.612643,25.000938,,,,02-26621567,,,
2331190019,,新北市石碇區衛生所,新北市,石碇區,新北市石碇區潭邊里碇坪路1段82號,121.65761,24.991349,,,,02-26631325,,,
2331200010,,新北市坪林區衛生所,新北市,坪林區,新北市坪林區坪林街104號,121.711626,24.935877,,,,02-26656272,,,
2331210016,,新北市三芝區衛生所,新北市,三芝區,新北市三芝區中山路1段12號,121.500753,25.258407,,,,02-26362007,,,
2331220012,,新北市石門區衛生所,新北市,石門區,新北市石門區中山路28－1號,121.565974,25.290164,,,,02-26381007,,,
2331230018,,新北市八里區衛生所,新北市,八里區,新北市八里區舊城路16號,121.40006,25.147095,,,,02-26102137,,,
2331240014,,新北市平溪區衛生所,新北市,平溪區,新北市平溪區公園街17號1樓,121.737185,25.024681,,,,02-24951015,,,
2331250010,,新北市雙溪區衛生所,新北市,雙溪區,新北市雙溪區新基南路18號,121.86645,25.037917,,,,02-24931211,,,
2331260016,,新北市貢寮區衛生所,新北市,貢寮區,新北市貢寮區朝陽街70巷10號、新北市貢寮區仁愛路128號,121.909462,25.022576,,,,02-24901431,,,
2331270012,,新北市金山區衛生所,新北市,金山區,新北市金山區中山路257號4樓,121.636872,25.222094,,,,02-24984807,,,
2331280018,,新北市萬里區衛生所,新北市,萬里區,新北市萬里區瑪鍊路157號1－3樓及地下1樓,121.689713,25.178332,,,,02-24921117,,,
2331290014,,新北市烏來區衛生所,新北市,烏來區,新北市烏來區新烏路5段109號,121.547977,24.871966,,,,02-26617200,,,
2332010010,,桃園市桃園區衛生所,桃園市,桃園區,桃園市桃園區國豐三街123號4樓,121.278678,24.990212,,,https://forms.gle/thP5K2hordjWtbEKA,03-3791888,,,
2332020016,,桃園市中壢區衛生所,桃園市,中壢區,桃園市中壢區溪洲街296號1、2樓,121.230012,24.962288,,,https://forms.gle/EG49Gp511xEFBWf36,03-4352666,,,
2332030012,,桃園市大溪區衛生所,桃園市,大溪區,桃園市大溪區仁愛路1號,121.285478,24.884488,,,https://forms.gle/fz3PQw5uGyximxnZ9,03-3882401,,,
2332040018,,桃園市楊梅區衛生所,桃園市,楊梅區,桃園市楊梅區校前路409號,121.149676,24.896985,,,https://forms.gle/vkiKus9qcLZcR1db6,03-4750151,,,
2332050014,,桃園市蘆竹區衛生所,桃園市,蘆竹區,桃園市蘆竹區長安路二段238號,121.280466,25.063065,,,https://forms.gle/LHoJtZ3JaAb8iCzaA,03-3524732,,,
2332060010,,桃園市大園區衛生所,桃園市,大園區,桃園市大園區田心里中正西路19號,121.195483,25.063355,,,https://forms.gle/owyw8DQ1zXVfCw9ZA,03-3862024,,,
2332070016,,桃園市龜山區衛生所,桃園市,龜山區,桃園市龜山區自強南路103號,121.338466,24.991496,,,https://forms.gle/dHZ8RMJhppyVXD4T6,03-3299645,,,
2332080012,,桃園市八德區衛生所,桃園市,八德區,桃園市八德區大華里介壽路二段361巷28號,121.2963734,24.9475226,,,https://forms.gle/5q1WJAhmmx67TQKL7,03-3662781,,,
2332090018,,桃園市龍潭區衛生所,桃園市,龍潭區,桃園市龍潭區中正路210號1至2樓,121.21653,24.864041,,,https://forms.gle/SvSaDcjsrpz2Y9sw5,03-4792033,,,
2332100019,,桃園市平鎮區衛生所,桃園市,平鎮區,桃園市平鎮區新富里1鄰振興路1號,121.217776,24.945929,,,https://forms.gle/wYeBbWwUfenRzu3p7,03-4576624,,,
2332110015,,桃園市新屋區衛生所,桃園市,新屋區,桃園市新屋區新屋里中山路239號,121.106762,24.972591,,,https://forms.gle/kXDZ9b2ZtKsWmiWR8,03-4772018,,,
2332120011,,桃園市觀音區衛生所,桃園市,觀音區,桃園市觀音區觀新路58號,121.083751,25.027823,,,https://forms.gle/aa5n1W1vDSXCGQsw8,03-4732031,,,
2332130017,,桃園市復興區衛生所,桃園市,復興區,桃園市復興區澤仁里中正路25號,121.350982,24.815071,,,https://forms.gle/bPYew3Uf6mwx2TRr6,03-3822325,,,
2333010014,,新竹縣關西鎮衛生所,新竹縣,關西鎮,新竹縣關西鎮中山路207號,121.172583,24.791684,,,https://guanxi.hcshb.gov.tw/Default.aspx,03-5872454,,,
2333020010,,新竹縣新埔鎮衛生所,新竹縣,新埔鎮,新竹縣新埔鎮新民里中正路758號,121.071691,24.827916,,,https://xinpu.hcshb.gov.tw/,03-5882017,,,
